23439,145.8830,29.37400,1;RS-15
23439,145.8780,29.3740,0;RS-15
23439,000.0000,029.3987,1;RS-15
23439,000.0000,029.3525,1;RS-15
23317,000.0000,137.4000,1;OKEAN1-7
23179,000.0000,400.0000,1;NADEZHDA4
23179,000.0000,150.0000,1;NADEZHDA4
23092,000.0000,149.9400,1;COS2279
23092,000.0000,399.8400,1;COS2279
22969,137.8500,137.8500,1;Meteor3-6
22912,000.0000,1691.000,1;Meteosat6
22888,000.0000,150.0300,1;COS2266
22888,000.0000,400.0800,1;COS2266
22829,145.9750,435.2777,1;PO-28
22829,145.9750,435.0750,1;PO-28
22829,145.8500,436.7925,1;PO-28
22828,145.9500,435.8220,1;KO-25
22828,145.9250,435.8220,1;KO-25
22828,145.9000,435.8220,1;KO-25
22828,145.8750,435.8220,1;KO-25
22827,000.0000,429.9800,1;HEALTHSAT
22826,145.9750,435.2777,1;IO-26
22826,145.9750,435.0750,1;IO-26
22826,145.9500,435.8220,1;IO-26
22826,145.9250,435.8220,1;IO-26
22826,145.9000,435.8220,1;IO-26
22826,145.8750,435.8220,1;IO-26
22825,145.9800,436.5000,1;AO-27
22825,145.8700,435.1750,1;AO-27
22825,145.8500,436.7950,1;AO-27
22782,000.0000,137.8500,1;Meteor2-21
22739,148.5600,137.6200,1;NOAA13
22739,148.5600,137.7700,1;NOAA13
22698,000.0000,150.0150,1;RADCAL
22654,145.9750,145.9750,1;ARASENE
22654,435.1375,145.9750,1;ARASENE
22654,435.1125,145.9750,1;ARASENE
22654,435.0625,145.9750,1;ARASENE
22654,435.0625,2446.503,1;ARASENE
22654,000.0000,2446.470,1;ARASENE
22590,000.0000,150.0300,1;COSMOS
22590,000.0000,400.0800,1;COSMOS
22487,000.0000,150.0300,1;COSMOS
22487,000.0000,400.0800,1;COSMOS
22307,000.0000,150.0000,1;COSMOS
22307,000.0000,400.0000,1;COSMOS
22207,000.0000,149.9400,1;COSMOS
22207,000.0000,399.8400,1;COSMOS
22161,000.0000,400.5500,1;COSMOS
22077,145.9000,435.1750,1;KO-23
22077,145.8500,435.1750,1;KO-23
21937,000.0000,400.0300,1;COSMOS
21937,000.0000,150.0300,1;COSMOS
21902,000.0000,400.0000,1;COSMOS
21902,000.0000,150.0000,1;COSMOS
21798,148.5600,137.6200,1;DMSPB5D2-6
21798,148.5600,136.7700,1;DMSPB5D2-6
21796,000.0000,399.9700,1;COSMOS
21796,000.0000,149.9700,1;COSMOS
21655,000.0000,137.3000,1;Meteor3-5
21578,145.9550,145.9550,1;SARA
21575,145.9750,435.1200,1;UO-22
21575,145.9000,435.1200,1;UO-22
21397,000.0000,137.4000,1;Okean3
21263,148.5600,137.5000,1;NOAA12
21263,148.5600,136.7700,1;NOAA12
21232,000.0000,137.3000,1;Meteor3-4
21152,000.0000,150.0000,1;NADEZHDA3
21152,000.0000,400.0000,1;NADEZHDA3
21089,150.0000,150.0000,1;COS2123
21089,400.0000,400.0000,1;COS2123
21089,000.0000,29.45430,1;RS12/13
21089,000.0000,29.40810,1;RS12/13
21089,000.0000,29.45430,1;RS12/13
21089,000.0000,29.40810,1;RS12/13
21089,21.23000,29.43080,1;RS12/13
21089,21.23000,145.9360,1;RS12/13
21089,145.4300,29.43000,1;RS12/13
21089,145.4300,29.4300,0;RS12/13
21089,21.2300,145.9360,0;RS12/13
21089,21.2300,029.4308,0;RS12/13
21087,435.083,145.9060,0;RS14
21087,435.062,145.8920,0;RS14
21087,435.022,145.8250,0;RS14
21087,435.0160,145.9870,1;RS14
20826,000.0000,137.8500,1;Meteor2-20
20805,149.9700,149.9700,1;COSMOS
20804,000.0000,399.9700,1;COSMOS
20804,000.0000,149.9700,1;COSMOS
20670,000.0000,137.8500,1;Meteor2-19
20508,000.0000,400.0000,1;COSMOS
20508,000.0000,150.0000,1;COSMOS
20480,000.0000,435.7950,1;FO-20
20480,145.9100,435.9100,1;FO-20
20480,145.8900,435.9100,1;FO-20
20480,145.8700,435.9100,1;FO-20
20480,145.8500,435.9100,1;FO-20
20480,145.950,435.8500,0;FO-20
20478,136.1200,136.1200,1;MOS1-B
20478,000.0000,136.1200,1;MOS1-B
20442,000.0000,437.1250,1;LU-19
20442,145.9000,437.1250,1;LU-19
20442,145.8800,437.1250,1;LU-19
20442,145.8600,437.1250,1;LU-19
20442,145.8400,437.1250,1;LU-19
20441,000.0000,437.1040,1;WO-18
20441,000.0000,437.1020,1;WO-18
20441,1265.000,437.1258,1;WO-18
20441,1265.000,437.1040,1;WO-18
20441,1265.000,437.0750,1;WO-18
20440,000.0000,2401.220,1;DO-17
20440,000.0000,145.8250,1;DO-17
20439,145.9000,437.0513,1;PO-16
20439,145.9200,437.0513,1;PO-16
20439,145.9400,437.0513,1;PO-16
20439,145.9600,437.0513,1;PO-16
20439,145.9400,2401.143,1;PO-16
20439,145.9600,2401.143,1;PO-16
20438,435.1250,439.1250,1;UO-15
20438,000.0000,435.1200,1;UO-15
20437,145.9750,435.0700,1;UO-14
20305,000.0000,137.8500,1;Meteor3-3
20103,000.0000,400.0000,1;COSMOS
20103,000.0000,150.0000,1;COSMOS
19851,000.0000,137.3000,1
19827,149.9400,149.9400,1;COSMOS
19826,399.9400,399.9500,1;COSMOS
19826,149.9400,149.9400,1;COSMOS
19822,000.0000,400.4500,1;AKEBONO
19531,148.5600,137.6200,1;NOAA-11
19531,148.5600,137.7700,1;NOAA-11
19467,000.0000,137.7950,1
19420,000.0000,149.9850,1;OSCAR31
19419,000.0000,149.9850,1;OSCAR25
19336,000.0000,137.8500,1
19216,435.621,2400.730,0;AO-13
19216,435.498,145.9000,0;AO-13
19216,000.0000,2400.661,1;AO-13
19216,000.0000,2400.325,1;AO-13
19216,000.0000,145.9850,1;AO-13
19216,000.0000,145.8120,1;AO-13
19215,000.0000,137.0800,1
19210,000.0000,204.5600,1
19210,000.0000,153.4200,1
19210,000.0000,051.1400,1
19071,000.0000,149.9850,1;OSCAR32
19070,000.0000,149.9850,1;OSCAR23
18820,000.0000,137.3000,1
18362,000.0000,149.9640,1;OSCAR27
18361,000.0000,149.9850,1;OSCAR29
18312,000.0000,137.4000,1
18129,000.0000,29.40300,1;RS10/11
18129,000.0000,29.35700,1;RS10/11
18129,21.18000,29.38000,1;RS10/11
18129,21.18000,145.8800,1;RS10/11
18129,145.8850,29.38000,1;RS10/11
18129,145.8850,29.3800,0;RS10/11
18129,21.1800,145.8800,0;RS10/11
18129,21.18000,29.3800,0;RS10/11
17561,000.0000,1691.000,1
17561,000.0000,136.3800,1
17070,000.0000,399.9875,1
17070,000.0000,149.9875,1
17067,400.0000,400.0000,1;COSMOS
17067,150.0000,150.0000,1;COSMOS
17066,000.0000,400.0000,1;COSMOS
17066,000.0000,150.0000,1;COSMOS
16969,148.5600,137.5000,1;NOAA10
16969,148.5600,136.7700,1;NOAA10
16609,145.2000,145.9850,1;MIR
16609,121.7500,130.1620,1;MIR
16609,437.7500,437.9500,1;MIR
16609,435.7250,437.9250,1;MIR
16609,000.0000,437.9750,1;MIR
16609,000.0000,437.9750,1;MIR
16609,143.6250,143.6250,1;MIR
16609,000.0000,628.0000,1;MIR
16609,000.0000,630.0000,1;MIR
15427,148.5600,137.7700,1;NOAA9
15427,148.5600,137.6200,1;NOAA9
14781,000.0000,145.8250,1;UO-11
14781,000.0000,435.0350,1;UO-11
14781,000.0000,435.0250,1;UO-11
14781,000.0000,2401.500,1;UO-11
14780,000.0000,136.8600,1;LANDSAT5
14372,000.0000,466.5000,1
14372,000.0000,137.4000,1
14129,000.0000,145.8100,1;AO10
14129,000.0000,145.9870,1;AO10
14129,435.105,145.9000,0;AO10
14050,000.0000,136.3800,1
14050,000.0000,1691.000,1
13367,000.0000,137.8600,1
13120,000.0000,204.6400,1
13120,000.0000,153.4800,1
13120,000.0000,051.1600,1
12472,000.0000,1691.000,1
12472,000.0000,136.3800,1
11331,00.00000,51.14000,1
11331,000.0000,204.5600,1
11331,000.0000,153.4200,1
10973,00.00000,51.16000,1
10973,000.0000,204.6400,1
10973,000.0000,153.4800,1
10973,000.0000,204.6400,1
10973,000.0000,153.4800,1
10973,000.0000,051.1600,1
10953,0000.000,1691.000,1
10953,000.0000,136.3800,1
10637,149.0000,2249.000,1
10637,149.0000,138.8600,1
10061,0000.000,1691.000,1
10061,000.0000,136.3800,1
05580,000.0000,137.5600,1
04362,000.0000,136.5000,1;NIMBUS-4
03891,000.0000,136.8000,1;SECOR-13
03669,000.0000,137.9500,1
03029,149.2650,135.6450,1;ATS-3
03029,149.2450,135.6250,1;ATS-3
03029,149.2450,135.6250,1;ATS-3
03029,149.2450,135.5750,1;ATS-3
03029,149.2200,135.6000,1;ATS-3
03029,149.1950,135.5750,1;ATS-3
03029,149.1950,135.5750,1;ATS-3
03029,149.1750,135.5550,1;ATS-3
03029,148.3000,137.3500,1;ATS-3
03029,148.3000,136.3700,1;ATS-3
03029,135.6000,135.6000,1;ATS-3
02608,148.3000,137.3500,1
01430,000.0000,136.2350,1;TIROS-10
00965,000.0000,136.6500,1;TRANSIT-5B5
